p,n,e,z,d
76703,13715446.23,2364369.57,416,
76704,13715418.63,2364369.57,416,
76705,13715391.03,2364369.57,415.959,
76706,13715363.43,2364369.57,415.6682,
76707,13715335.83,2364369.57,415.4326,
76708,13715307.93,2364369.57,415.265,
76709,13715280.33,2364369.57,415.2508,
76710,13715252.73,2364369.57,415.328,
76711,13715225.13,2364369.57,415.3481,
76712,13715197.53,2364369.57,415.0574,
76713,13715169.96,2364369.57,414.9987,
76714,13715142.04,2364369.57,414.9738,
62234,13715129.04,2364369.57,414.9518,
62235,13715101.44,2364369.57,414.9597,
62236,13715073.84,2364369.57,414.9885,
62237,13715046.24,2364369.57,414.9194,
62238,13715018.64,2364369.57,415,
62239,13714991.04,2364369.57,415,
62240,13714963.44,2364369.57,414.9185,
62241,13714935.84,2364369.57,414.8702,
62242,13714907.95,2364369.57,414.7885,
62243,13714880.35,2364369.57,414.6644,
62244,13714852.75,2364369.57,414.6251,
62245,13714825.15,2364369.57,414.4535,
62246,13714797.55,2364369.57,414.963,
62247,13714769.97,2364369.57,414.5304,
62248,13714742.05,2364369.57,414.2703,
62352,13714702.05,2364369.57,414.8973,
62353,13714674.45,2364369.57,414.7225,
62354,13714646.85,2364369.57,414.9835,
62355,13714619.25,2364369.57,415.4397,
62356,13714591.65,2364369.57,415.4782,
62357,13714564.05,2364369.57,415.7191,
62358,13714536.45,2364369.57,415.1153,
62359,13714508.85,2364369.57,415.4006,
62360,13714480.96,2364369.57,415.7128,
62361,13714453.36,2364369.57,415.7993,
62362,13714425.76,2364369.57,416.3861,
62363,13714398.16,2364369.57,416.2614,
62364,13714370.56,2364369.57,416.5803,
62365,13714342.99,2364369.57,417.3756,
62366,13714315.07,2364369.57,417.9417,
66354,13714302.07,2364369.57,417.7757,
66355,13714274.47,2364369.57,417.6331,
66356,13714246.87,2364369.57,417.4729,
66357,13714219.27,2364369.57,417.7318,
66358,13714191.67,2364369.57,417.8027,
66359,13714164.07,2364369.57,417.3506,
66360,13714136.47,2364369.57,416.9864,
66361,13714108.87,2364369.57,416.634,
66362,13714080.97,2364369.57,416.3221,
66363,13714053.37,2364369.57,416.1129,
66364,13714025.77,2364369.57,415.9435,
66365,13713998.17,2364369.57,415.6071,
66366,13713970.57,2364369.57,414.902,
66367,13713943,2364369.57,414.1735,
66368,13713915.08,2364369.57,413.5121,
66444,13713875.08,2364369.57,412.9346,
66445,13713847.48,2364369.57,412.3502,
66446,13713819.88,2364369.57,411.9516,
66447,13713792.28,2364369.57,411.8236,
66448,13713764.68,2364369.57,411.0692,
66449,13713737.08,2364369.57,410.8949,
66450,13713709.48,2364369.57,410.7107,
66451,13713681.88,2364369.57,410.6996,
66452,13713653.99,2364369.57,410.8121,
66453,13713626.39,2364369.57,411,
66454,13713598.79,2364369.57,410.7007,
66455,13713571.19,2364369.57,410.3303,
66456,13713543.59,2364369.57,410,
66457,13713516.01,2364369.57,410,
66458,13713488.09,2364369.57,410,
75258,13713475.09,2364369.57,410.0093,
75259,13713447.49,2364369.57,410.1745,
75260,13713419.89,2364369.57,410.3958,
75261,13713392.29,2364369.57,410.5835,
75262,13713364.69,2364369.57,410.4206,
75263,13713337.09,2364369.57,410.6381,
75264,13713309.49,2364369.57,410.8416,
75265,13713281.89,2364369.57,411,
75266,13713254,2364369.57,411.4212,
75267,13713226.4,2364369.57,411.6481,
75268,13713198.8,2364369.57,412.2235,
75269,13713171.2,2364369.57,412.9996,
75270,13713143.6,2364369.57,413.1458,
75271,13713116.03,2364369.57,414.4048,
75272,13713088.11,2364369.57,415.0058,
75470,13713048.11,2364369.57,417.1537,
75471,13713020.51,2364369.57,417.8056,
75472,13712992.91,2364369.57,419.4408,
75473,13712965.31,2364369.57,420.9405,
75474,13712937.71,2364369.57,422.1436,
75475,13712910.11,2364369.57,423.0129,
75476,13712882.51,2364369.57,423.7588,
75477,13712854.91,2364369.57,423.99,
75478,13712827.02,2364369.57,424.0007,
75479,13712799.42,2364369.57,423.9982,
75480,13712771.82,2364369.57,424.0674,
75481,13712744.22,2364369.57,423.9992,
75482,13712716.62,2364369.57,423.9999,
75483,13712689.04,2364369.57,424.0265,
75484,13712661.12,2364369.57,423.9896,
64040,13718436.7,2364391.486,445.759,
64041,13718409.1,2364391.486,446.0485,
64042,13718381.5,2364391.486,446.3194,
64043,13718353.9,2364391.486,446.5791,
64044,13718326.3,2364391.486,446.8097,
64045,13718298.7,2364391.486,446.9159,
64046,13718271.1,2364391.486,446.7334,
64047,13718243.5,2364391.486,446.9721,
64048,13718215.61,2364391.486,446.6917,
64049,13718188.01,2364391.486,446.7511,
64050,13718160.41,2364391.486,446.6714,
64051,13718132.81,2364391.486,446.5057,
64052,13718105.21,2364391.486,446.1613,
64053,13718077.63,2364391.486,445.999,
64054,13718049.71,2364391.486,445.5908,
69875,13718009.71,2364391.486,445.0281,
69876,13717982.11,2364391.486,444.4896,
69787,13717954.51,2364391.486,444.0012,
69788,13717926.91,2364391.486,443.9591,
69789,13717899.31,2364391.486,443.5483,
69790,13717871.71,2364391.486,443.0764,
69791,13717844.11,2364391.486,442.6552,
69792,13717816.51,2364391.486,442.1151,
69793,13717788.62,2364391.486,441.6318,
69794,13717761.02,2364391.486,441.0278,
69795,13717733.42,2364391.486,440.365,
69796,13717705.82,2364391.486,439.7577,
69797,13717678.22,2364391.486,438.9759,
69798,13717650.65,2364391.486,438.1279,
69799,13717622.73,2364391.486,437.587,
76543,13715956.01,2364391.486,417.5151,
76544,13715928.41,2364391.486,416.9951,
76545,13715900.81,2364391.486,416.9891,
76546,13715873.21,2364391.486,416.9997,
76547,13715845.61,2364391.486,417.3008,
76548,13715818.01,2364391.486,417.2896,
76549,13715790.41,2364391.486,417.0866,
76550,13715762.81,2364391.486,417.0003,
76551,13715734.92,2364391.486,416.9991,
76552,13715707.32,2364391.486,416.9877,
76553,13715679.72,2364391.486,416.6394,
76554,13715652.12,2364391.486,416.3366,
76555,13715624.52,2364391.486,416.185,
76556,13715596.94,2364391.486,416.032,
76557,13715569.03,2364391.486,416.016,
76685,13715529.03,2364391.486,415.9763,
76686,13715501.43,2364391.486,416,
76687,13715473.83,2364391.486,416,
76688,13715446.23,2364391.486,416,
76689,13715418.63,2364391.486,416,
76690,13715391.03,2364391.486,416,
76691,13715363.43,2364391.486,415.78,
76692,13715335.83,2364391.486,415.5518,
76693,13715307.93,2364391.486,415.6075,
76694,13715280.33,2364391.486,415.5701,
76695,13715252.73,2364391.486,415.6321,
76696,13715225.13,2364391.486,415.5484,
76697,13715197.53,2364391.486,415.0535,
76698,13715169.96,2364391.486,415.1176,
76699,13715142.04,2364391.486,414.9975,
62157,13715129.04,2364391.486,415,
62158,13715101.44,2364391.486,414.9998,
62159,13715073.84,2364391.486,414.9999,
62160,13715046.24,2364391.486,414.9999,
62161,13715018.64,2364391.486,415,
62162,13714991.04,2364391.486,415,
62163,13714963.44,2364391.486,415,
62164,13714935.84,2364391.486,415,
62165,13714907.95,2364391.486,414.9883,
62166,13714880.35,2364391.486,414.995,
62167,13714852.75,2364391.486,415,
62168,13714825.15,2364391.486,414.9934,
62169,13714797.55,2364391.486,414.9957,
62170,13714769.97,2364391.486,414.9977,
62171,13714742.05,2364391.486,414.8047,
62329,13714702.05,2364391.486,414.9995,
62330,13714674.45,2364391.486,415.0126,
62331,13714646.85,2364391.486,415.9722,
62332,13714619.25,2364391.486,415.9775,
62333,13714591.65,2364391.486,415.9985,
62334,13714564.05,2364391.486,415.9901,
62335,13714536.45,2364391.486,415.9567,
62336,13714508.85,2364391.486,416.2956,
62337,13714480.96,2364391.486,416.5151,
62338,13714453.36,2364391.486,416.6713,
62339,13714425.76,2364391.486,417.0096,
62340,13714398.16,2364391.486,416.9543,
62341,13714370.56,2364391.486,417.0663,
62342,13714342.99,2364391.486,417.9867,
62343,13714315.07,2364391.486,418.4283,
66339,13714302.07,2364391.486,418.4185,
66340,13714274.47,2364391.486,418.2316,
66341,13714246.87,2364391.486,418.3247,
66342,13714219.27,2364391.486,418.2981,
66343,13714191.67,2364391.486,418.0976,
66344,13714164.07,2364391.486,418,
66345,13714136.47,2364391.486,417.436,
66346,13714108.87,2364391.486,417.0481,
66347,13714080.97,2364391.486,416.7232,
66348,13714053.37,2364391.486,416.6433,
66349,13714025.77,2364391.486,415.9792,
66350,13713998.17,2364391.486,415.6445,
66351,13713970.57,2364391.486,415.0236,
66352,13713943,2364391.486,414.4229,
66353,13713915.08,2364391.486,413.6454,
66429,13713875.08,2364391.486,412.9934,
66430,13713847.48,2364391.486,412.9455,
66431,13713819.88,2364391.486,412.187,
66432,13713792.28,2364391.486,411.8121,
66433,13713764.68,2364391.486,411.2005,
66434,13713737.08,2364391.486,410.9969,
66435,13713709.48,2364391.486,410.995,
66436,13713681.88,2364391.486,410.9975,
66437,13713653.99,2364391.486,410.9987,
66438,13713626.39,2364391.486,410.9997,
66439,13713598.79,2364391.486,411,
66440,13713571.19,2364391.486,410.5278,
66441,13713543.59,2364391.486,410.0054,
66442,13713516.01,2364391.486,410.0005,
66443,13713488.09,2364391.486,410.1552,
75243,13713475.09,2364391.486,410.3522,
75244,13713447.49,2364391.486,410.6311,
75245,13713419.89,2364391.486,410.9971,
75246,13713392.29,2364391.486,410.9958,
75247,13713364.69,2364391.486,410.9999,
75248,13713337.09,2364391.486,410.9338,
75249,13713309.49,2364391.486,410.9447,
75250,13713281.89,2364391.486,411.1956,
75251,13713254,2364391.486,411.683,
75252,13713226.4,2364391.486,411.9748,
75253,13713198.8,2364391.486,413,
75254,13713171.2,2364391.486,412.9998,
75255,13713143.6,2364391.486,413.9232,
75256,13713116.03,2364391.486,415.0245,
75257,13713088.11,2364391.486,415.6254,
75545,13713048.11,2364391.486,417.5797,
75546,13713020.51,2364391.486,418.6881,
75457,13712992.91,2364391.486,420.5638,
75458,13712965.31,2364391.486,421.6336,
75459,13712937.71,2364391.486,423.0266,
75460,13712910.11,2364391.486,424.0001,
75461,13712882.51,2364391.486,424.0008,
75462,13712854.91,2364391.486,424.0008,
75463,13712827.02,2364391.486,424.0038,
75464,13712799.42,2364391.486,424.0072,
75465,13712771.82,2364391.486,423.9959,
75466,13712744.22,2364391.486,424,
75467,13712716.62,2364391.486,423.9901,
75468,13712689.04,2364391.486,423.794,
75469,13712661.12,2364391.486,423.4243,
64025,13718436.7,2364413.402,446.4357,
64026,13718409.1,2364413.402,447.2165,
64027,13718381.5,2364413.402,447.2287,
64028,13718353.9,2364413.402,447.4918,
64029,13718326.3,2364413.402,447.5497,
64030,13718298.7,2364413.402,447.7511,
64031,13718271.1,2364413.402,447.809,
64032,13718243.5,2364413.402,447.4941,
64033,13718215.61,2364413.402,447.4362,
64034,13718188.01,2364413.402,447.3417,
64035,13718160.41,2364413.402,447.0907,
64036,13718132.81,2364413.402,446.9881,
64037,13718105.21,2364413.402,446.5433,
64038,13718077.63,2364413.402,446.0066,
64039,13718049.71,2364413.402,445.9976,
69860,13718009.71,2364413.402,445.0097,
69861,13717982.11,2364413.402,444.1915,
69862,13717954.51,2364413.402,443.6739,
69863,13717926.91,2364413.402,443.4501,
69864,13717899.31,2364413.402,443.3513,
69865,13717871.71,2364413.402,443,
69866,13717844.11,2364413.402,442.3899,
69867,13717816.51,2364413.402,441.7358,
69868,13717788.62,2364413.402,441.0182,
69869,13717761.02,2364413.402,440.5252,
69870,13717733.42,2364413.402,439.9894,
69871,13717705.82,2364413.402,439.349,
69872,13717678.22,2364413.402,438.9159,
69873,13717650.65,2364413.402,438.1707,
69874,13717622.73,2364413.402,437.5473,
76528,13715956.01,2364413.402,416.9998,
76529,13715928.41,2364413.402,416.9973,
76530,13715900.81,2364413.402,417.3548,
76531,13715873.21,2364413.402,417.5881,
76532,13715845.61,2364413.402,417.7671,
76533,13715818.01,2364413.402,417.7382,
76534,13715790.41,2364413.402,417.4532,
76535,13715762.81,2364413.402,417.079,
76536,13715734.92,2364413.402,417.0003,
76537,13715707.32,2364413.402,416.9955,
76538,13715679.72,2364413.402,416.8412,
76539,13715652.12,2364413.402,416.6275,
76540,13715624.52,2364413.402,416.4383,
76541,13715596.94,2364413.402,416.1009,
76542,13715569.03,2364413.402,416.0017,
76670,13715529.03,2364413.402,416,
76671,13715501.43,2364413.402,416,
76672,13715473.83,2364413.402,416,
76673,13715446.23,2364413.402,416,
76674,13715418.63,2364413.402,416,
76675,13715391.03,2364413.402,416,
76676,13715363.43,2364413.402,416,
76677,13715335.83,2364413.402,415.8738,
76678,13715307.93,2364413.402,415.9078,
76679,13715280.33,2364413.402,415.9032,
76680,13715252.73,2364413.402,415.9701,
76681,13715225.13,2364413.402,415.6816,
76682,13715197.53,2364413.402,415.0878,
76683,13715169.96,2364413.402,415.9153,
76684,13715142.04,2364413.402,415.0027,
62142,13715129.04,2364413.402,415.0005,
62143,13715101.44,2364413.402,415.0008,
62144,13715073.84,2364413.402,415.001,
62145,13715046.24,2364413.402,415,
62146,13715018.64,2364413.402,415,
62147,13714991.04,2364413.402,415,
62148,13714963.44,2364413.402,415.0002,
62149,13714935.84,2364413.402,415,
62150,13714907.95,2364413.402,415.0177,
62151,13714880.35,2364413.402,415.0679,
62152,13714852.75,2364413.402,415.1897,
62153,13714825.15,2364413.402,415.513,
62154,13714797.55,2364413.402,415.3142,
62155,13714769.97,2364413.402,414.9893,
62156,13714742.05,2364413.402,415.0198,
62232,13714702.05,2364413.402,415.3299,
62233,13714674.45,2364413.402,415.0631,
62316,13714646.85,2364413.402,415.8132,
62317,13714619.25,2364413.402,415.9953,
62318,13714591.65,2364413.402,416.5493,
62319,13714564.05,2364413.402,416.7669,
62320,13714536.45,2364413.402,416.9599,
62321,13714508.85,2364413.402,417.2636,
62322,13714480.96,2364413.402,417.0992,
62323,13714453.36,2364413.402,417.3941,
62324,13714425.76,2364413.402,417.5613,
62325,13714398.16,2364413.402,417.4277,
62326,13714370.56,2364413.402,417.7443,
62327,13714342.99,2364413.402,418.5943,
62328,13714315.07,2364413.402,419.0133,
66234,13714302.07,2364413.402,418.9887,
66235,13714274.47,2364413.402,418.7686,
66236,13714246.87,2364413.402,418.9783,
66237,13714219.27,2364413.402,418.8161,
66238,13714191.67,2364413.402,418.4278,
66239,13714164.07,2364413.402,418.2089,
66240,13714136.47,2364413.402,417.988,
66241,13714108.87,2364413.402,417.6082,
66242,13714080.97,2364413.402,417.2081,
66243,13714053.37,2364413.402,417,
66244,13714025.77,2364413.402,416.0866,
66245,13713998.17,2364413.402,415.5289,
66246,13713970.57,2364413.402,415.0646,
66247,13713943,2364413.402,414.5588,
66248,13713915.08,2364413.402,414.0177,
66312,13713875.08,2364413.402,413.6952,
66313,13713847.48,2364413.402,413.0444,
66314,13713819.88,2364413.402,412.022,
66315,13713792.28,2364413.402,411.8767,
66316,13713764.68,2364413.402,411.4966,
66317,13713737.08,2364413.402,411.152,
66318,13713709.48,2364413.402,411.0005,
66319,13713681.88,2364413.402,410.9993,
66320,13713653.99,2364413.402,411.0018,
66321,13713626.39,2364413.402,410.9996,
66322,13713598.79,2364413.402,411,
66323,13713571.19,2364413.402,410.8151,
66324,13713543.59,2364413.402,410.5065,
66325,13713516.01,2364413.402,410.3408,
66326,13713488.09,2364413.402,410.5754,
75220,13713475.09,2364413.402,410.6895,
75221,13713447.49,2364413.402,411.0003,
75222,13713419.89,2364413.402,410.9921,
75223,13713392.29,2364413.402,410.9977,
75224,13713364.69,2364413.402,411.0074,
75225,13713337.09,2364413.402,411.0531,
75226,13713309.49,2364413.402,411.2326,
75227,13713281.89,2364413.402,411.724,
75228,13713254,2364413.402,412.0539,
75229,13713226.4,2364413.402,412.9963,
75230,13713198.8,2364413.402,412.9999,
75231,13713171.2,2364413.402,413.5202,
75232,13713143.6,2364413.402,414.3522,
75233,13713116.03,2364413.402,415.2068,
75234,13713088.11,2364413.402,416.5956,
75408,13713048.11,2364413.402,417.9834,
75409,13713020.51,2364413.402,420.0131,
75410,13712992.91,2364413.402,420.9968,
75411,13712965.31,2364413.402,422.4159,
75412,13712937.71,2364413.402,423.5074,
75413,13712910.11,2364413.402,424.0005,
75414,13712882.51,2364413.402,424.0012,
75235,13712854.91,2364413.402,424.0015,
75236,13712827.02,2364413.402,423.9978,
75237,13712799.42,2364413.402,423.9646,
75238,13712771.82,2364413.402,424,
75239,13712744.22,2364413.402,423.813,
75240,13712716.62,2364413.402,423.4481,
75241,13712689.04,2364413.402,423.2238,
75242,13712661.12,2364413.402,422.8906,
63883,13718436.7,2364435.318,447.5502,
63884,13718409.1,2364435.318,448.3198,
63885,13718381.5,2364435.318,448.513,
63886,13718353.9,2364435.318,448.6627,
63887,13718326.3,2364435.318,448.4472,
63888,13718298.7,2364435.318,448.4982,
63889,13718271.1,2364435.318,448.4309,
63890,13718243.5,2364435.318,448.1239,
63891,13718215.61,2364435.318,448.0176,
63892,13718188.01,2364435.318,447.8638,
63893,13718160.41,2364435.318,447.4717,
63894,13718132.81,2364435.318,447.0042,
64022,13718105.21,2364435.318,446.651,
64023,13718077.63,2364435.318,446.0103,
64024,13718049.71,2364435.318,445.739,
69845,13718009.71,2364435.318,445.006,
69846,13717982.11,2364435.318,444.0621,
69847,13717954.51,2364435.318,443.563,
69848,13717926.91,2364435.318,443.0021,
69849,13717899.31,2364435.318,443.0011,
69850,13717871.71,2364435.318,442.3757,
69851,13717844.11,2364435.318,441.8164,
69852,13717816.51,2364435.318,441.0894,
69853,13717788.62,2364435.318,441.0077,
69854,13717761.02,2364435.318,439.9631,
69855,13717733.42,2364435.318,439.1004,
69856,13717705.82,2364435.318,438.9982,
69857,13717678.22,2364435.318,438.7439,
69858,13717650.65,2364435.318,438.002,
69859,13717622.73,2364435.318,437.3232,
76513,13715956.01,2364435.318,416.9996,
76514,13715928.41,2364435.318,417.3491,
76515,13715900.81,2364435.318,417.8778,
76516,13715873.21,2364435.318,418,
76517,13715845.61,2364435.318,417.9888,
76518,13715818.01,2364435.318,417.998,
76519,13715790.41,2364435.318,417.6791,
76520,13715762.81,2364435.318,417.0828,
76521,13715734.92,2364435.318,417.0002,
76522,13715707.32,2364435.318,416.999,
76523,13715679.72,2364435.318,417,
76524,13715652.12,2364435.318,416.918,
76525,13715624.52,2364435.318,416.6442,
76526,13715596.94,2364435.318,416.1117,
76527,13715569.03,2364435.318,415.9986,
76603,13715529.03,2364435.318,416.2203,
76604,13715501.43,2364435.318,416.064,
76657,13715473.83,2364435.318,416,
76658,13715446.23,2364435.318,416,
76659,13715418.63,2364435.318,416,
76660,13715391.03,2364435.318,416,
76661,13715363.43,2364435.318,416,
76662,13715335.83,2364435.318,416,
76663,13715307.93,2364435.318,416,
76664,13715280.33,2364435.318,416,
76665,13715252.73,2364435.318,416,
76666,13715225.13,2364435.318,416,
76667,13715197.53,2364435.318,415.3637,
76668,13715169.96,2364435.318,415.8989,
76669,13715142.04,2364435.318,415.0071,
62127,13715129.04,2364435.318,415.0047,
62128,13715101.44,2364435.318,415.0014,
62129,13715073.84,2364435.318,415.0023,
62130,13715046.24,2364435.318,415,
62131,13715018.64,2364435.318,415,
62132,13714991.04,2364435.318,415.0032,
62133,13714963.44,2364435.318,415.0004,
62134,13714935.84,2364435.318,415.0606,
62135,13714907.95,2364435.318,415.7746,
62136,13714880.35,2364435.318,416,
62137,13714852.75,2364435.318,416.0005,
62138,13714825.15,2364435.318,416.0002,
